id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
9870148,"Large, sunny room, heart of Surry",23611695,Leora,,Sydney,-33.88614830076312,151.21708582467937,Private room,130,2,1,2017-01-01,0.32,1,112
521984,Wilson Warehouse Pet Friendly ,2529298,Cheryl,,Sydney,-33.89503245549199,151.1834680092285,Entire home/apt,210,2,28,2017-02-04,0.70,3,358
15005158,Double Shared Room,94260904,Daffudil,,Sydney,-33.889875027393565,151.18173282538962,Entire home/apt,91,1,2,2017-02-12,0.98,20,0
17563543,"Beautiful house, amazing Newtown location!",4671728,Eddy,,Sydney,-33.89263089465438,151.1868195558307,Entire home/apt,145,1,0,,,2,0
15439601,Lovely Private Double Bedroom Darlinghurst Sydney,23246012,Charleza,,Sydney,-33.876730488875076,151.21469320231444,Private room,53,7,2,2017-03-12,0.38,1,33
11069652,Central Sydney Deluxe 3 Bedroom Apt,32097420,Max,,Sydney,-33.877375923867575,151.20790714871862,Entire home/apt,368,1,52,2017-03-18,4.46,16,52
17462286,Excellent Pyrmont location,118254033,Steve,,Sydney,-33.869797419131544,151.19579709390462,Private room,150,5,0,,,1,81
13758768,Private room in great location,80659941,Matty,,Sydney,-33.88659484954869,151.20669948702826,Private room,63,2,4,2016-07-29,0.45,1,0
17033132,Designer Loft Darling Harbour Split Level wRooftop,34090004,James,,Sydney,-33.87384966032243,151.1974615871582,Private room,250,2,0,,,1,20
17486083,Just walk to Darling harbour - 5min,19344279,Alan,,Sydney,-33.870320192115514,151.19667961863286,Private room,70,5,0,,,2,2
16088697,Bright bedroom in unbeatable Surry Hills location,94540135,Joel,,Sydney,-33.886031866374495,151.21478967496958,Private room,79,2,1,2016-12-22,0.29,1,0
18010957,Cosy room in Rushcutters Bay,7097259,Naz,,Sydney,-33.873029283297605,151.22650210822178,Private room,75,1,0,,,1,354
17668123,Private room in the heart of Surry Hills,8137227,Michala,,Sydney,-33.88842520372957,151.21487567751797,Private room,64,2,0,,,1,49
14614177,Sunny & Peaceful City Pad,90700742,William,,Sydney,-33.877622037603466,151.21001777877052,Entire home/apt,145,2,19,2017-03-28,2.73,1,66
15918793,"Riley Street, Surry Hills",49313014,Sophie,,Sydney,-33.88668694411799,151.21116707715126,Private room,55,14,1,2017-01-07,0.34,1,154
16507240,Room with A/C  Renovated City Terrace,5067241,Umberto,,Sydney,-33.88174426432821,151.2128224869261,Private room,139,2,0,,,2,123
15721749,Modern bright spacious apartment,45185532,Pauline,,Sydney,-33.87361558328651,151.22139708940514,Private room,95,1,23,2017-03-31,4.63,2,300
14143033,Spacious Attic bedroom for rent,6331368,Samuel,,Sydney,-33.87540596139415,151.21634456695736,Private room,64,1,1,2017-01-01,0.32,1,0
15918138,Brickfield Hill - The Ensuite Room,82600141,Ivano,,Sydney,-33.884917030084225,151.2131452803198,Private room,135,2,3,2017-03-12,1.67,4,353
17100619,share house,114719607,Isaac,,Sydney,-33.87923911990678,151.21008850679286,Private room,50,13,0,,,1,0
10207324,"Modern, clean Surry Hills terrace",52443394,Richard,,Sydney,-33.8859732373891,151.21704303623477,Private room,135,1,42,2017-03-19,3.07,2,354
12843285,Cozy Apartment & Amazing City Views,5591205,Carmen,,Sydney,-33.8701717437565,151.18974393367236,Private room,75,1,38,2017-03-26,3.40,1,280
17751931,Brisbane St Penthouse,13974191,Christopher,,Sydney,-33.877698034130276,151.2128496184176,Private room,180,3,0,,,1,343
8447333,Great room ensuite bathroom and balcony,27027546,Nicholas,,Sydney,-33.87108749404115,151.19600964303638,Private room,129,6,30,2017-03-17,1.73,5,111
17097350,Private Room in Duplex Penthouse in Pyrmont,80589207,Maneesha,,Sydney,-33.870013453083835,151.1970244489793,Private room,80,1,1,2017-03-01,0.86,2,24
17212008,Stunning room in panaromic Sydney Harbour skyhome,5091946,Nathan,,Sydney,-33.87648955351148,151.22357805570553,Private room,395,3,0,,,1,89
16313411,**PERFECT PRIVATE ROOM IN PYRMONT**,15874942,Laura,,Sydney,-33.873913903945194,151.19277925661765,Private room,100,7,0,,,1,362
16315518,MASTER ROOM SHORT TERM 19/12 - 29/12,69012359,Baptiste,,Sydney,-33.873919586058776,151.2177669658554,Private room,50,10,0,,,2,0
8255895,Cosy Stylish Room with View Sydney!,43537412,Fabio,,Sydney,-33.87316669744825,151.19376832544862,Private room,91,3,55,2017-03-26,2.97,1,51
2419091,Self-Contained Studio Apartment! ,12363831,Simon,,Sydney,-33.89275940519079,151.18213578432903,Entire home/apt,100,3,14,2017-03-15,0.80,2,334
10692056,2 BR 1 BA Perfect Location!,24295549,Paige,,Sydney,-33.86984486292621,151.2255005400399,Private room,79,3,1,2016-03-20,0.08,1,0
9960580,1 BR in Surry Hills Terrace House,7516291,Josh,,Sydney,-33.88581816838716,151.21531580674446,Private room,125,2,0,,,2,0
4979560,Pyrmont Single Room 안녕하세요!,23727236,Sue,,Sydney,-33.8708184103143,151.19653960344345,Private room,67,1,125,2017-03-24,4.81,1,100
5635118,Private Room in Paddington,29206336,Lisa,,Sydney,-33.88408743382659,151.2205961499894,Private room,79,5,1,2015-05-08,0.04,1,0
11399293,Sydney Centre. Modern Heritage Home,36410227,Sabrina,,Sydney,-33.87870887942986,151.21845466561044,Entire home/apt,160,2,44,2017-03-23,3.62,45,221
10002609,Amazing location in Surry Hills,3338582,Natalie & Lulu,,Sydney,-33.87905069266673,151.21301237684298,Private room,85,6,2,2017-01-01,0.13,2,0
9889436,Perfect spot in trendy Surry Hills,4364695,Melinda,,Sydney,-33.882721354781275,151.21319203031723,Private room,55,2,4,2016-02-19,0.27,1,0
17098753,Unbeatable double room location,15209447,Alex,,Sydney,-33.88668578389846,151.21342439663533,Private room,150,1,1,2017-03-04,0.91,1,60
14013552,Double sized bedroom for 1 month rent,44384585,Victoria,,Sydney,-33.87399541470362,151.19245252023788,Private room,63,1,0,,,1,0
11595579,Studio in Convenient City Location,61347580,Claire,,Sydney,-33.88395083106506,151.20242054464723,Entire home/apt,110,3,38,2017-02-04,2.97,1,338
7767876,Sydney CBD-BigPrivateRoom w/Bath,32097420,Max,,Sydney,-33.88127815299741,151.20181017734382,Private room,81,1,17,2017-02-16,0.85,16,0
17626676,"Secure studio in Darlinghurst, close to CBD",12520159,Furnished Property,,Sydney,-33.88369842032496,151.21867626599425,Private room,91,3,0,,,3,4
13036140,"Lovely room with stunning view,",29533003,Gosia,,Sydney,-33.8747753976861,151.2234236747755,Private room,72,2,0,,,1,0
13362739,"Beautiful, modern apartment in Surry Hills",40258503,Ryanwright1990,,Sydney,-33.880320173481856,151.21286257965798,Entire home/apt,148,7,1,2016-08-14,0.13,1,0
6414525,Amazing central apartment room,2239313,Liz,,Sydney,-33.872497421964255,151.22828200987433,Private room,91,1,40,2017-04-01,1.99,1,42
9500306,New studio clean and full furnish,49237726,Thomas,,Sydney,-33.899231707243715,151.18789975741674,Entire home/apt,120,7,1,2015-12-18,0.06,1,0
17096872,Gorgeous terrace oasis so close to the city centre,6779186,Heather,,Sydney,-33.89944055564192,151.18381056256555,Entire home/apt,180,2,2,2017-03-17,2,3,42
15648048,Quiet Sydney house with a view,75261741,Ann,,Sydney,-33.89925213168765,151.18851531054733,Entire home/apt,180,5,1,2017-01-04,0.33,1,353
16381218,Perfect Mardi Gras Townhouse,107298601,Tom,,Sydney,-33.881785056655566,151.21871860632848,Private room,219,3,0,,,1,44
4647390,Leafy Location Near CBD/Eastern Sub,10240703,Tony,,Sydney,-33.8739368261365,151.22668539974097,Private room,125,2,9,2017-03-04,0.31,1,6
11530944,Central and charming room,11637501,Lisa,,Sydney,-33.875319785471476,151.2147217121072,Private room,79,5,11,2017-03-12,0.85,1,4
1769170,"Central Sydney, Double Room A/C, Walk Everywhere!",6875353,Nathan,,Sydney,-33.88141088776703,151.21792359442372,Private room,45,1,90,2017-03-20,2.15,5,0
17560855,In the Heart of City - Sydney Escape & Explore,108180434,Daniel,,Sydney,-33.876383802840174,151.214350117309,Private room,55,2,0,,,1,130
10295637,Friendly home close to Sydney CBD,2984444,Leonie & Rangat,,Sydney,-33.880479250496506,151.2128960221274,Private room,120,5,13,2017-01-14,0.89,1,318
15749469,Best location in CBD!!!Master rm!!,49892416,Sylvia,,Sydney,-33.88172541502045,151.20392973324667,Private room,88,1,3,2017-02-05,0.83,2,121
10412108,"En-suite, views, walk to city!",12159690,Sarah,,Sydney,-33.867432541053525,151.22404078759283,Private room,120,3,6,2017-02-22,0.43,2,95
17752457,Sydney Victorian terrace 2 bedroom 2 bathroom,53317728,Cate,,Sydney,-33.901130933657114,151.18731458456833,Entire home/apt,160,7,0,,,3,15
9698646,Waterside luxury room with a view,19029797,Claire,,Sydney,-33.86669735337681,151.1911401766513,Private room,100,3,44,2017-04-01,2.88,1,57
2089199,TERRACE IN SURRY HILLS!!,10626450,Joanne,,Sydney,-33.88088107728761,151.21330733802873,Private room,80,1,59,2017-03-27,1.49,1,59
9759274,Great Apartment - Perfect Location,40841344,Andrew,,Sydney,-33.87682497539905,151.22018738419672,Entire home/apt,120,4,22,2017-03-26,1.42,1,7
16092767,Bright spacious double room w/ tv & secure parking,21819451,Katrina,,Sydney,-33.87882524420099,151.22500444435192,Private room,179,2,1,2017-01-16,0.38,4,331
17706847,Room in well appointed modern apartment & pool,1675182,Larissa,,Sydney,-33.88726324341685,151.21158633579168,Private room,60,2,0,,,2,3
16383423,Great room with own bathroom for NYE,107318816,Tamara,,Sydney,-33.870074848417346,151.21978868864844,Private room,150,2,1,2017-01-01,0.32,1,0
4841328,Ensuite Bedroom in Inner City House,3894191,Meg,,Sydney,-33.88288656838529,151.21742540300949,Private room,180,10,0,,,1,0
16230407,Queen Bedroom in Potts Point,34868716,Doris,,Sydney,-33.875507538363244,151.22330569702603,Private room,80,2,1,2016-12-13,0.27,2,82
9501814,Penthouse apartment - City Center,2403993,Brian,,Sydney,-33.877099473706245,151.21041475544973,Private room,91,3,3,2016-02-15,0.20,1,0
10980927,Double room with balcony in Pyrmont,45993529,Craig,,Sydney,-33.87189564199373,151.19638327317008,Private room,75,2,31,2017-02-28,2.31,2,333
516032,Druids Hall - Apartment Newtown!,2529298,Cheryl,,Sydney,-33.89576521744004,151.18329138126893,Entire home/apt,169,1,33,2017-03-09,0.87,3,364
11396574,Cosy Double Room,20057139,Tiziano,,Sydney,-33.88118567403981,151.21813216402055,Private room,80,1,40,2017-03-31,2.99,1,174
16093217,Sunny spacious bright room 1.3k from CBD w desk TV,21819451,Katrina,,Sydney,-33.87803793125341,151.22550434522404,Private room,125,2,8,2017-03-30,3.53,4,303
6415395,Master Bedroom with Ensuite Bathroom,33462753,Salman,,Sydney,-33.88339880052563,151.21238983759778,Private room,85,7,0,,,2,65
9742280,single or double room,50262773,Stefano,,Sydney,-33.873196887512684,151.20523029689141,Private room,55,1,0,,,1,0
15301300,主人房出租,97434038,晓箐,,Sydney,-33.87510897031019,151.20481226208827,Private room,121,2,2,2017-02-12,0.54,6,185
10548551,20% OFF FOR  Darling Harbour  情人港 달링하버,54400185,Boram,,Sydney,-33.86768004049556,151.20218712637194,Private room,120,2,13,2017-03-04,0.89,1,0
1932948,Inner City Retreat - Skyline Views,9999348,Sinead,,Sydney,-33.88965350220387,151.18841232517943,Entire home/apt,99,2,22,2017-01-01,0.56,1,1
13820435,Sunlit & Maple Tree Surrounded Apartment,199365,Erika,,Sydney,-33.87567613775341,151.22263278389894,Private room,80,2,10,2017-03-13,1.09,2,339
16536221,Darling one,91036637,Ibrahim,,Sydney,-33.86932589429264,151.19770590299146,Private room,600,1,0,,,1,90
8245430,Large stylish apartment with iconic views,42641410,Tim,,Sydney,-33.87695680529306,151.2187336433799,Entire home/apt,135,3,32,2017-04-02,2.35,2,161
15486474,Elegant Surry Loft with sunny Balcony,2141279,Elena,,Sydney,-33.886675188110985,151.20777810319635,Entire home/apt,225,2,2,2017-03-04,0.65,1,103
8781459,Beautiful Modern Terrace,15629774,Daisy,,Sydney,-33.87717420730021,151.2184320832894,Private room,74,4,11,2017-04-02,0.66,1,360
17870298,Super Cosy Budget CBD Studio,24048741,Tommy,,Sydney,-33.869270160410316,151.20343144392947,Entire home/apt,145,1,1,2017-03-29,1,6,303
17819085,Top location Surry hills!Private room with ensuite,32475530,Tim,,Sydney,-33.880821080022464,151.21511478012297,Private room,102,1,1,2017-04-01,1,1,171
16443466,Private Room/Bathroom in the heart of Surry Hills,48893008,Sophia,,Sydney,-33.88459922294635,151.21577977286444,Private room,110,1,2,2017-02-24,0.56,1,106
16381066,Sydney CBD Modern Spacious Apt,4036620,Maggie,,Sydney,-33.877460570695455,151.206563467787,Entire home/apt,180,1,3,2017-01-01,0.92,4,350
9888472,Fully furnished Studio Apartment,50702040,Sneha,,Sydney,-33.87430789341506,151.2077322489637,Private room,70,1,0,,,1,0
16301574,Master bedroom w/en-suite in Paddington/S. Hills,9632342,Karim,,Sydney,-33.884564386705335,151.21856822903968,Private room,164,5,0,,,1,0
15791441,Split level apt in the centre,82068001,Marian,,Sydney,-33.88196192130384,151.2038353654119,Entire home/apt,250,2,25,2017-03-30,4.87,1,246
17438197,"Spacious room with private bathroom, Sydney centre",49304316,Jan,,Sydney,-33.87785910865108,151.2130162338408,Private room,70,4,0,,,1,4
17366286,靠近唐人街，达令港，,105205251,Ethan,,Sydney,-33.87523928458409,151.20524646733827,Private room,60,21,0,,,1,66
12216408,Unique Warehouse Style Apartment,51245641,Daniel,,Sydney,-33.887986884219245,151.20600306989897,Private room,95,3,1,2016-05-01,0.09,1,0
4433001,Room in the City. Amazing Location,23013538,Roland,,Sydney,-33.88746891979198,151.20567189784808,Private room,81,1,6,2016-04-20,0.21,1,0
8834612,"Spatious loft room, CBD",24878345,Georgi,,Sydney,-33.87697117423063,151.21784940483627,Private room,80,4,2,2016-01-25,0.14,1,0
2222844,Private Room  with own bathroom Potts Point,11341713,Michael,,Sydney,-33.871973882581656,151.22418074436294,Private room,64,3,54,2017-04-02,2.01,3,103
14875834,"""The Heaven"" for Business, Conference &  Toursist",92396572,Jag & Flo,,Sydney,-33.870951105076415,151.19473487533907,Private room,99,1,26,2017-03-24,4.00,1,12
5433641,Large light room in Elizabeth Bay!,28186841,France,,Sydney,-33.87212070838421,151.22686324727428,Private room,70,3,8,2016-05-14,0.33,1,0
16383110,The Heart of Surry Hills,24746064,Arkadiusz,,Sydney,-33.88597405160891,151.2146077071715,Private room,110,2,15,2017-03-25,4.79,1,49
10414321,Stunning Sydney views in an iconic building,53546244,Bryant,,Sydney,-33.87925411241886,151.2174500474359,Entire home/apt,251,3,6,2017-03-30,1.33,1,0
17301162,Beautiful room 2 in central Sydney,3668050,Abi,,Sydney,-33.879754204786074,151.2166210915086,Private room,130,4,0,,,3,53
7665506,Casa Ferrari,37393920,Dave,,Sydney,-33.88037459665726,151.21313904513954,Private room,95,3,58,2017-04-02,3.39,1,198
283378,Wow factor Harbour & Fire works,1475640,Joe,,Sydney,-33.87734192008438,151.22094941026438,Private room,275,14,0,,,1,0
11290434,Double bedroom in Surrey Hills,58989358,Anna,,Sydney,-33.87926744363379,151.21480771785573,Private room,75,2,1,2016-02-29,0.07,1,0
17293444,Live in the heart of Surry Hills - walk to City,36410227,Sabrina,,Sydney,-33.88013677998357,151.20932220875392,Entire home/apt,160,3,3,2017-03-19,2.20,45,224
17948792,duplex,123156633,Mybysxse,,Sydney,-33.87200762304727,151.20890054449833,Private room,70,1,0,,,1,363
17424237,Parisian Balcony Room in Surry Hills,117827419,Airbnb,,Sydney,-33.88575848147707,151.20814001598183,Private room,109,1,1,2017-03-30,1,2,85
15455564,Master Bedroom in Surry Hills Terrace,84330055,Charles,,Sydney,-33.88587794307545,151.21703142640337,Private room,70,1,1,2017-02-24,0.73,4,89
15877351,1 Bed 1 min walk to Darling Harbour,87687845,Amanda,,Sydney,-33.87227233650498,151.19763499582783,Private room,64,14,0,,,1,0
14733151,Lux 3 BED Penthouse-Hotel in Heart of City!,1492922,Edan,,Sydney,-33.87886643103573,151.20913683827285,Entire home/apt,700,1,18,2017-03-22,2.47,2,79
17626465,Surry Hills Penthouse -  Jacuzzi overlooking City,16895210,Brad,,Sydney,-33.88355912135024,151.21374504831962,Private room,413,2,0,,,3,94
2608366,Wilson's Newtown,1990305,Ian,,Sydney,-33.89529208472428,151.18732806351164,Entire home/apt,150,2,80,2017-03-31,2.31,2,340
10005313,Room with private bathroom,50768525,Anka,,Sydney,-33.87729188745849,151.21402540388112,Private room,141,7,0,,,1,0
15265453,Stunning Art Deco Studio Tucked in the City,61337915,Jenna,,Sydney,-33.87163880036234,151.22469550895408,Entire home/apt,89,1,9,2017-03-25,1.78,1,167
16695807,Cosy Double Bedroom,1094613,Kash,,Sydney,-33.87029549026555,151.2285857725949,Private room,70,3,0,,,2,364
5367375,Surry Hills Living!!,2233669,Louis,,Sydney,-33.88842596321273,151.2139795509355,Private room,95,1,18,2016-09-11,0.70,2,277
17162149,Light and bright city nights,6220314,Ana Karina,,Sydney,-33.86915385701412,151.22228907312507,Private room,150,1,3,2017-03-07,1.96,2,121
16245235,Cozy well equipped apartment with great city views,9097661,Simy,,Sydney,-33.8823809114693,151.21616389144629,Private room,99,2,3,2017-03-11,2.25,1,96
3989395,▀▄▀▄▀▄▀ ★ SYDNEY CBD PAD ★ ▀▄▀▄▀▄▀,18495707,Coco,,Sydney,-33.86892677888363,151.20372854399145,Entire home/apt,179,1,137,2017-03-28,4.60,1,251
6203030,"Large genuine 2 bedder, Wifi great location!",32170239,Sandra,,Sydney,-33.87673935909694,151.22151613945093,Entire home/apt,180,3,84,2017-03-24,3.74,1,33
10091634,2 Bed Executive Sydney CBD Apt,14951483,Kunal,,Sydney,-33.86245638454374,151.2040695185933,Entire home/apt,900,2,0,,,1,0
15201046,Perfectly located Private Room with own Bathroom,51189587,Allert,,Sydney,-33.88406515046911,151.21426016312515,Private room,85,2,2,2017-01-28,0.54,3,103
15330810,Spacious 2BD Apt w Darling HBR View,14493474,Rob,,Sydney,-33.86501319689338,151.20243732994825,Entire home/apt,285,1,49,2017-04-01,8.17,1,35
9956899,Enjoy Darling Harbour / Cockle Bay,26133653,Sharon,,Sydney,-33.868733324714896,151.20339855230716,Entire home/apt,200,4,25,2017-02-27,1.63,2,14
9927775,Light room w/ built ins + carpet,14520711,Myles,,Sydney,-33.88759964136519,151.21777617237905,Private room,80,1,0,,,1,0
16218943,NEW modern entire apt Heart of Pyrmont/Darling Hbr,39478594,Lee,,Sydney,-33.86967362502291,151.19377655066492,Entire home/apt,198,1,38,2017-04-03,9.66,2,65
16382113,King size in the heart of busy kings cross,345258,Wayne,,Sydney,-33.87528582023247,151.2222377126631,Entire home/apt,390,2,0,,,1,0
5486021,Studio at trendy Macleay St,11856518,Manuel,,Sydney,-33.870255377189395,151.22479434005837,Entire home/apt,130,4,28,2016-12-01,1.11,1,192
6214350,Great one bedroom apartment,1600752,Tim,,Sydney,-33.879827518075516,151.22318414266417,Entire home/apt,169,2,12,2017-03-04,0.91,1,0
6397327,Beautifully furnished CBD Apartment,22269401,Sam,,Sydney,-33.86651448635205,151.2066307000309,Entire home/apt,148,2,117,2017-03-18,5.15,7,99
15923044,"Natural Light, Cross Ventilation & Spacious unit",103269382,Martin,,Sydney,-33.87401082500264,151.22523464123586,Entire home/apt,230,2,13,2017-03-25,2.85,1,2
17097788,Renovated Cozy Apartment  in Sydney's CBD,30399754,Lada,,Sydney,-33.87793305142998,151.20856231326056,Entire home/apt,141,14,0,,,1,98
16382728,Your apartment at The Westbury in central Sydney,10085028,Ben,,Sydney,-33.87552886809106,151.2205302368859,Entire home/apt,130,2,8,2017-04-03,2.50,1,77
16445449,SYDNEY HYDE PARK - GREAT LOCATION!!,91399434,Justin,,Sydney,-33.87374685943031,151.2144911561462,Private room,91,3,9,2017-03-20,2.70,1,137
7536245,Red Box Studio apartment,6493477,Tony,,Sydney,-33.88092316689457,151.2155793151972,Entire home/apt,116,4,14,2017-03-29,0.79,2,82
9239802,Cozy Art Deco Designer Apartment (Kings Cross),10802696,Hans-Lothar,,Sydney,-33.87507183490526,151.2265690057443,Entire home/apt,129,2,48,2017-03-12,3.50,1,300
12971524,"Studio with rooftop terrace and pool, Darlinghurst",22650480,Harry,,Sydney,-33.875638030662216,151.22015567734965,Entire home/apt,85,12,0,,,1,22
17672055,House in Surry Hills,577126,Lilian,,Sydney,-33.86461957831421,151.2148558188361,Private room,80,3,0,,,1,92
9562391,AMAZING double room with ensuite,25118077,Elena,,Sydney,-33.88318219398131,151.2136364392057,Private room,78,1,3,2016-05-21,0.18,1,365
4389186,Luxury One Bedroom Huge Mod Space,22787630,Craig,,Sydney,-33.87195811315753,151.196507405281,Entire home/apt,250,3,14,2017-03-31,0.83,1,268
15652443,Penthouse with Private Terrace & Stunning View,13273575,Matthieu,,Sydney,-33.88020481899499,151.2168266637331,Entire home/apt,179,6,5,2017-03-04,1.04,1,43
16813644,悉尼02 CBD唐人街就在门口,51701482,Wei,,Sydney,-33.878466866141174,151.204418062779,Entire home/apt,169,1,5,2017-03-25,2.46,2,61
6661036,PYRMONT Harris Street L'Abode,7409213,Lisa L'Abode Accommodation,,Sydney,-33.870521834404926,151.19553943663334,Entire home/apt,194,3,58,2017-03-25,2.66,156,265
4499095,Modernist Urban Retreat,11594621,Dino,,Sydney,-33.87062062663029,151.2285436897928,Entire home/apt,219,5,36,2017-02-07,1.28,1,298
14129401,Unique Charming Studio - Downtown Sydney CBD,1279773,Vinny,,Sydney,-33.86563635702371,151.2054905205474,Entire home/apt,290,3,5,2017-03-14,0.65,1,27
4663780,Cozzie terrace in the heart of Syd!,24058034,Cristina,,Sydney,-33.874619708206254,151.21760424846812,Private room,120,1,8,2017-03-18,0.28,1,0
17228030,Darling Harbour | Pyrmont | 1 Bed 1 Bath STAR CITY,39990672,Elvis,,Sydney,-33.87112752662454,151.19730025944133,Entire home/apt,150,1,6,2017-03-24,6,4,213
4158092,Historic Potts Point Terrace,21578300,Dean,,Sydney,-33.87246405575098,151.2215580372012,Private room,110,7,40,2016-04-07,1.32,1,145
12119402,Large 2 bedrm Sydney CBD Centre re,15469257,Ian,,Sydney,-33.866585068386385,151.20482572200635,Entire home/apt,239,21,2,2017-01-05,0.18,21,339
16446679,Hyde Park Comfy Apartment,50806157,Owen,,Sydney,-33.87786574813354,151.21009029775834,Entire home/apt,169,2,13,2017-04-02,3.98,1,0
15849006,"Master room, king bed, great views",99019878,Liam,,Sydney,-33.872519635930104,151.2258313092687,Private room,80,1,2,2017-03-25,1.46,3,59
7665358,"Modern, Perfect Central location",39798123,Patchari And Tony,,Sydney,-33.89881965534421,151.21256952042208,Private room,150,1,5,2015-11-25,0.25,1,181
9495756,"2BR with city views, pool, spa &gym",49216747,Catherine,,Sydney,-33.86939037458925,151.22216572441084,Entire home/apt,495,10,0,,,1,0
17686377,Cosy Bedroom close to the Opera House,16587723,Mehdi,,Sydney,-33.87336319109248,151.21624778643036,Private room,80,3,0,,,2,63
8585205,Live in the heart of Surry Hills,26721554,Nancy,,Sydney,-33.8795467002634,151.21310513727965,Entire home/apt,99,1,32,2017-03-10,2.08,3,154
9632356,Cosy and chill apartament.,49816349,Marcela,,Sydney,-33.87455200175359,151.22648187474832,Private room,75,3,4,2017-01-02,0.26,1,0
7115364,CIRCULAR QUAY 2BED WIFI POOL AIRCON,4298915,Awaba,,Sydney,-33.86495570210032,151.20814360042067,Entire home/apt,315,2,12,2017-03-31,0.63,54,349
8906351,Sparkling harbour views from a sunfilled apartment,46581852,Nell,,Sydney,-33.87143514376144,151.22710222237973,Entire home/apt,200,3,9,2017-01-01,1.03,1,0
12939084,Private Apartment 5 mins walk to Sydney Central,51888381,Luke,,Sydney,-33.88165855251432,151.21023129580365,Entire home/apt,58,4,0,,,1,0
1110985,10 min to CBD & Airport (2 bedder),6098393,Minja,,Sydney,-33.89868387328479,151.21305690068428,Entire home/apt,240,1,33,2017-02-16,0.74,5,64
16099648,Spacious double bedroom in lovely apartment,7794650,Steven,,Sydney,-33.875285657996805,151.22849424686459,Private room,204,1,0,,,3,338
16125785,Independent studio in the city,30626488,Federico,,Sydney,-33.88323213199184,151.21495948297152,Entire home/apt,229,2,4,2017-04-01,1.30,1,71
17027417,Convenient 3 bedroom house by Hyde Park & Central,19669241,Mark & Ben,,Sydney,-33.87644861944064,151.21047354575742,Entire home/apt,275,1,6,2017-04-01,4.74,4,281
9761685,Central Surry Hills Flat,50341173,Morgan,,Sydney,-33.88247452705558,151.20919674484784,Entire home/apt,141,1,3,2016-02-19,0.19,1,0
14259073,Hyde Park Sydney and Quiet Street Location,24216548,Jason,,Sydney,-33.87441300534722,151.21766233813958,Private room,120,1,0,,,2,198
7294500,Cosy one-bedder in Darlinghurst,23171417,Jane,,Sydney,-33.87728336870138,151.21943896942608,Entire home/apt,169,3,2,2015-07-21,0.10,1,0
6941132,Huge apartment with hotel facilities in Pyrmont!,30574670,Eden,,Sydney,-33.86930490343611,151.19100953164295,Entire home/apt,380,4,6,2016-02-09,0.38,2,42
1285342,Inner city apartment for rent,6993293,Therese,,Sydney,-33.87204505171862,151.22385162252755,Entire home/apt,120,7,10,2016-11-13,0.59,1,150
15116222,"Bright, split level 3BR penthouse - city view",15469257,Ian,,Sydney,-33.86937667285213,151.20510193905798,Entire home/apt,399,14,1,2017-01-02,0.32,21,365
8372046,Roof Top CBD Studio holidayworkstay,30240594,Wendy,,Sydney,-33.873461973719664,151.20675403521423,Entire home/apt,118,2,71,2017-03-22,3.89,2,120
15331394,Pier5yde Studio in Sydney's CBD,8530753,Jared,,Sydney,-33.868181221581345,151.20358614956018,Entire home/apt,164,1,49,2017-03-29,8.60,24,266
11679348,Great 3 Bed Apt Darling Harbour (Free Parking)(19),56896544,Mark,,Sydney,-33.86929541763961,151.19837481502503,Entire home/apt,349,1,55,2017-03-30,4.90,11,311
12231053,Big and modern with stunning views,37849123,Nick,,Sydney,-33.87465256708311,151.22332881972662,Private room,100,3,3,2017-01-03,0.27,1,0
1899179,A garden apartment next to the city,6125186,Jo,,Sydney,-33.872579742106076,151.2156359197698,Entire home/apt,160,2,0,,,1,0
6837442,2 BED HSE NR SYDNEY CBD (PARKING AVAIL @ $40 p/d),23817711,Viv,,Sydney,-33.874344527376635,151.21716045163768,Entire home/apt,244,1,134,2017-04-01,6.29,1,236
16290793,Sydney CBD!! 2 Bed 2 bath Exec Apt,106573065,Paul,,Sydney,-33.868964897280115,151.20301048809696,Entire home/apt,300,3,2,2017-01-01,0.60,1,96
17301271,Gallery apartment in Syd Chinatown,91412629,Jennifer,,Sydney,-33.88216325457032,151.20313605341008,Entire home/apt,169,1,0,,,6,307
12252657,Central Kings Cross Apartment,11354336,Cassia,,Sydney,-33.87486436121079,151.223143305237,Entire home/apt,125,6,11,2017-03-31,0.96,1,146
3126080,1BD in great location,15879630,Neil,,Sydney,-33.88829859408632,151.20887998641942,Entire home/apt,141,3,14,2017-03-29,0.72,1,0
2811001,Short walk to Sydney Central,6247145,James,,Sydney,-33.87805432494573,151.21204007489186,Entire home/apt,230,2,37,2017-03-25,1.04,1,66
8513541,Modern 1 bedroom Apt. All essential,26082704,Gary,,Sydney,-33.886215664836996,151.20889410715085,Entire home/apt,125,14,0,,,1,0
8638979,Fun  Art-Deco Apartment,45420550,Stephania,,Sydney,-33.87967649002515,151.21482673675985,Entire home/apt,150,5,2,2016-01-08,0.13,1,0
11399891,Sydney View - Contemporary Hotels,3046924,Contemporary Hotels + Beach Houses,,Sydney,-33.86780044804995,151.22337190986838,Entire home/apt,300,2,10,2017-02-08,0.74,34,166
